URL	Last crawled
https://languagegems.com/blog/everything-you-need-to-know-about-the-new-aqa-speaking-exam	2025-12-23
https://languagegems.com/gcse-language-learning	2025-12-23
https://languagegems.com/learn/	2025-12-22
https://www.languagegems.com/learn/	2025-12-22
https://languagegems.com/games/vocab-blast	2025-12-20
https://languagegems.com/edexcel-spanish-gcse	2025-12-20
https://languagegems.com/aqa-french-gcse	2025-12-20
http://www.languagegems.com/	2025-12-17
https://languagegems.com/about	2025-12-15
https://languagegems.com/gcse-german-learning	2025-12-14
https://languagegems.com/grammar/spanish	2025-12-13
http://languagegems.com/	2025-12-12
https://languagegems.com/	2025-12-12
https://languagegems.com/gcse-spanish-learning	2025-12-11
https://languagegems.com/edexcel-french-gcse	2025-12-09
https://languagegems.com/blog/jouer-a-vs-jouer-de-explained	2025-12-03
https://languagegems.com/aqa-spanish-gcse	2025-12-02
https://languagegems.com/privacy	2025-11-23
https://languagegems.com/games/noughts-and-crosses	2025-11-22
https://languagegems.com/blog/spaced-repetition-vs-cramming	2025-11-22
https://languagegems.com/blog/gcse-german-writing-exam-tips	2025-11-22
https://languagegems.com/terms	2025-11-20
https://languagegems.com/games/verb-quest	2025-11-18
https://languagegems.com/blog/german-movies-tv-shows-listening-skills	2025-11-11
https://languagegems.com/grammar/french/verbs/imparfait	2025-11-05
https://languagegems.com/grammar/spanish/verbs/subjunctive-present	2025-11-05
https://languagegems.com/grammar/french/verbs/negative-forms	2025-11-04
https://languagegems.com/grammar/spanish/verbs/subjunctive-pluperfect	2025-11-02
https://languagegems.com/grammar/french/adjectives/possessive-adjectives	2025-11-01
https://languagegems.com/community	2025-11-01
https://languagegems.com/grammar/spanish/verbs/past-participles	2025-10-31
https://languagegems.com/grammar/french/syntax/negation	2025-10-31
https://languagegems.com/grammar/spanish/verbs/possession-verbs	2025-10-31
https://languagegems.com/grammar/spanish/articles/definite-indefinite	2025-10-31
https://languagegems.com/grammar/french/verbs/modes-of-address	2025-10-31
https://languagegems.com/grammar/spanish/verbs/verb-serialization	2025-10-31
https://languagegems.com/grammar/spanish/verbs/reported-speech	2025-10-30
https://languagegems.com/grammar/spanish/nouns/plurals	2025-10-30
https://languagegems.com/grammar/german/cases/nominative	2025-10-30
https://languagegems.com/grammar/french/verbs/immediate-future	2025-10-30
https://languagegems.com/grammar/french/verbs/present-perfect	2025-10-30
https://languagegems.com/grammar/french/syntax/word-order	2025-10-30
https://languagegems.com/grammar/spanish/verbs/change-verbs	2025-10-30
https://languagegems.com/grammar/german/verbs/modal-verbs	2025-10-30
https://languagegems.com/grammar/spanish/pronouns/relative	2025-10-30
https://languagegems.com/grammar/french/adjectives/agreement-rules	2025-10-30
https://languagegems.com/grammar/spanish/verbs/infinitive-constructions	2025-10-30
https://languagegems.com/grammar/spanish/verbs/ser-vs-estar	2025-10-30
https://languagegems.com/grammar/german/verbs/past-tense	2025-10-30
https://languagegems.com/grammar/spanish/verbs/reflexive	2025-10-30
https://languagegems.com/help-center	2025-10-30
https://languagegems.com/resources	2025-10-30
https://languagegems.com/grammar/french/nouns/partitive-articles	2025-10-29
https://languagegems.com/grammar/spanish/adverbial-prepositional/comparatives	2025-10-28
https://languagegems.com/grammar/spanish/word-formation/adjective-adverb	2025-10-28
https://languagegems.com/grammar/spanish/verbs/cognitive-verbs	2025-10-28
https://languagegems.com/grammar/spanish/verbs/terminative-verbs	2025-10-28
https://languagegems.com/grammar/french/verbs/irregular-verbs	2025-10-28
https://languagegems.com/grammar/spanish/verbs/transitive-intransitive	2025-10-28
https://languagegems.com/grammar/french/nouns/noun-agreement	2025-10-28
https://languagegems.com/grammar/french/verbs/regular-conjugation	2025-10-28
https://languagegems.com/grammar/german/pronouns/object-pronouns	2025-10-28
https://languagegems.com/grammar/spanish/verbs/verb-valency	2025-10-28
https://languagegems.com/grammar/french/adjectives/placement	2025-10-28
https://languagegems.com/grammar/spanish/sounds-spelling/sound-symbol	2025-10-28
https://languagegems.com/grammar/german/prepositions/accusative-prepositions	2025-10-27
https://languagegems.com/grammar/spanish/verbs/conditional-perfect	2025-10-27
https://languagegems.com/grammar/spanish/verbs/pluperfect	2025-10-27
https://languagegems.com/grammar/spanish/word-formation/diminutive-suffixes	2025-10-27
https://languagegems.com/grammar/spanish/verbs/copular-verbs	2025-10-27
https://languagegems.com/grammar/spanish/verbs/verb-tense-agreement	2025-10-27
https://languagegems.com/grammar/french/verbs/conditional-perfect	2025-10-27
https://languagegems.com/grammar/german/verbs/perfect-tense	2025-10-27
https://languagegems.com/grammar/spanish/verbs/existential-verbs	2025-10-27
https://languagegems.com/grammar/french/adverbs/adverbial-phrases	2025-10-27
https://languagegems.com/grammar/spanish/pronouns/personal	2025-10-27
https://languagegems.com/grammar/spanish/verbs/conditional	2025-10-27
https://languagegems.com/grammar/spanish/verbs/subjunctive-perfect	2025-10-27
https://languagegems.com/grammar/french/prepositions/common-prepositions	2025-10-27
https://languagegems.com/grammar/french/verbs/perfect-infinitive	2025-10-27
https://languagegems.com/grammar/spanish/adjectives/indefinite	2025-10-27
https://languagegems.com/grammar/german/syntax/word-order	2025-10-27
https://languagegems.com/grammar	2025-10-27
https://languagegems.com/grammar/spanish/pronouns/reflexive	2025-10-27
https://languagegems.com/grammar/french/verbs/present-participle-en	2025-10-27
https://languagegems.com/grammar/spanish/pronouns/direct-object	2025-10-27
https://languagegems.com/grammar/french/syntax/questions	2025-10-27
https://languagegems.com/grammar/spanish/verbs/conditional-sentences	2025-10-27
https://languagegems.com/grammar/spanish/verbs/auxiliary-verbs	2025-10-27
https://languagegems.com/grammar/spanish/verbs/progressive-tenses	2025-10-27
https://languagegems.com/grammar/french/numbers/fractions	2025-10-27
https://languagegems.com/grammar/french/adverbs/negation-adverbs	2025-10-27
https://languagegems.com/grammar/spanish/adjectives/comparison	2025-10-27
https://languagegems.com/grammar/spanish/verbs/future-perfect	2025-10-27
https://languagegems.com/grammar/french/conjunctions/correlative	2025-10-27
https://languagegems.com/grammar/french/prepositions/basic-prepositions	2025-10-27
https://languagegems.com/grammar/german	2025-10-27
https://languagegems.com/grammar/spanish/pronouns/indirect-object	2025-10-27
https://languagegems.com/grammar/french/verbs/impersonal-verbs	2025-10-27
https://languagegems.com/grammar/spanish/verbs/defective-verbs	2025-10-27
https://languagegems.com/grammar/spanish/verbs/compound-tenses	2025-10-27
https://languagegems.com/grammar/spanish/verbs/verb-patterns	2025-10-27
https://languagegems.com/grammar/french/verbs/pluperfect	2025-10-27
https://languagegems.com/grammar/french/pronouns/subject-pronouns	2025-10-27
https://languagegems.com/grammar/spanish/verbs/pronominal-verbs	2025-10-26
https://languagegems.com/grammar/spanish/verbs/verbal-periphrases	2025-10-26
https://languagegems.com/grammar/german/pronouns/subject-pronouns	2025-10-26
https://languagegems.com/grammar/spanish/nouns/gender-and-plurals	2025-10-26
https://languagegems.com/grammar/spanish/verbs/imperfect-tense	2025-10-26
https://languagegems.com/grammar/german/cases/prepositions	2025-10-26
https://languagegems.com/grammar/spanish/pronouns/subject	2025-10-26
https://languagegems.com/grammar/spanish/adverbial-prepositional/personal-a	2025-10-26
https://languagegems.com/grammar/french/nouns/gender-number	2025-10-26
https://languagegems.com/grammar/german/cases/genitive	2025-10-26
https://languagegems.com/grammar/german/verbs/separable-verbs	2025-10-26
https://languagegems.com/grammar/spanish/nouns/possessive-adj	2025-10-26
https://languagegems.com/grammar/spanish/nouns/demonstrative	2025-10-26
https://languagegems.com/grammar/spanish/verbs/future	2025-10-26
https://languagegems.com/grammar/french/prepositions/prepositions-time	2025-10-26
https://languagegems.com/grammar/french/adverbs/time	2025-10-26
https://languagegems.com/grammar/french/verbs/reflexive-verbs	2025-10-26
https://languagegems.com/grammar/spanish/verbs/weather-verbs	2025-10-23
https://languagegems.com/grammar/spanish/verbs/conditional-tense	2025-10-23
https://languagegems.com/grammar/french/syntax/complex-sentences	2025-10-23
https://languagegems.com/edexcel-listening-test	2025-10-23
https://languagegems.com/grammar/spanish/verbs/verb-aspect	2025-10-23
https://languagegems.com/grammar/french/nouns/collective-nouns	2025-10-22
https://languagegems.com/songs	2025-10-22
https://languagegems.com/grammar/spanish/adjectives/demonstrative	2025-10-22
https://languagegems.com/grammar/spanish/verbs/negation	2025-10-22
https://languagegems.com/grammar/spanish/nouns/gender-rules	2025-10-22
https://languagegems.com/grammar/spanish/verbs/continuous-constructions	2025-10-22
https://languagegems.com/grammar/spanish/verbs/passive-voice	2025-10-21
https://languagegems.com/grammar/spanish/nouns/agreement-position	2025-10-20
https://languagegems.com/grammar/french/nouns/noun-agreement-patterns	2025-10-18
https://languagegems.com/grammar/spanish/adjectives/possessive	2025-10-16
https://languagegems.com/grammar/spanish/verbs/imperfect/practice	2025-10-14
https://languagegems.com/grammar/spanish/sounds-spelling/stress-patterns	2025-10-14
https://languagegems.com/grammar/spanish/verbs/preterite/practice	2025-10-13
https://languagegems.com/cookies	2025-10-11
https://languagegems.com/grammar/spanish/articles/definite-articles	2025-10-10
https://languagegems.com/grammar/spanish/verbs/irregular-verbs/quiz	2025-10-10
https://languagegems.com/grammar/spanish/pronouns/personal/practice	2025-10-10
https://languagegems.com/schools	2025-10-10
https://languagegems.com/grammar/spanish/verbs/subjunctive/quiz	2025-10-10
https://languagegems.com/grammar/spanish/adjectives/demonstrative/practice	2025-10-10
https://languagegems.com/grammar/spanish/verbs/conditional/practice	2025-10-10
https://languagegems.com/grammar/spanish/verbs/future/practice	2025-10-10
https://languagegems.com/grammar/spanish/verbs/ser-vs-estar/practice	2025-10-10
https://languagegems.com/grammar/spanish/adjectives/demonstrative/quiz	2025-10-10
https://languagegems.com/grammar/spanish/pronouns/reflexive/quiz	2025-10-10
https://languagegems.com/grammar/spanish/pronouns/indirect-object/practice	2025-10-10
https://languagegems.com/grammar/spanish/pronouns/personal/quiz	2025-10-10
https://languagegems.com/blog	2025-10-10
https://languagegems.com/grammar/spanish/pronouns/direct-object/quiz	2025-10-10
https://languagegems.com/reading-comprehension	2025-10-10
https://languagegems.com/grammar/spanish/verbs/irregular-verbs/practice	2025-10-09
https://languagegems.com/grammar/spanish/verbs/modal-verbs/quiz	2025-10-09
https://languagegems.com/grammar/french/verbs/future-perfect	2025-10-06
https://languagegems.com/blog/gcse-spanish-speaking-exam-tips	2025-10-01
https://languagegems.com/games/sentence-towers	2025-10-01
https://languagegems.com/assessments	2025-09-26
https://languagegems.com/worksheets/create	2025-09-25
https://languagegems.com/aqa-german-gcse	2025-09-22
https://languagegems.com/exams/aqa	2025-09-21
https://languagegems.com/games/multi-game	2025-09-18
https://languagegems.com/edexcel-german-gcse	2025-09-18
https://languagegems.com/schools/pricing	2025-08-29
https://languagegems.com/exams/specification	2025-08-24
https://languagegems.com/exams/edexcel	2025-08-24
https://languagegems.com/games/detective-listening	2025-08-24
https://languagegems.com/exams/aqa/gcse	2025-08-24
https://languagegems.com/exams/edexcel/gcse	2025-08-24
https://languagegems.com/exams	2025-08-24
https://languagegems.com/sitemap	2025-08-24
https://languagegems.com/games	2025-08-09
https://www.languagegems.com/learn/culture	2025-03-25
