URL	Last crawled
https://www.languagegems.com/grammar/french/adverbs/time-place	2025-12-23
https://www.languagegems.com/grammar/spanish/verbs/imperative	2025-12-23
https://www.languagegems.com/grammar/french/verbs/auxiliary-verbs	2025-12-23
https://www.languagegems.com/grammar/french/nouns/gender-rules	2025-12-23
https://www.languagegems.com/grammar/french/verbs/conditional	2025-12-23
https://www.languagegems.com/grammar/french/pronouns/interrogative	2025-12-17
https://www.languagegems.com/grammar/french/numbers/cardinal	2025-12-17
https://www.languagegems.com/grammar/french/verbs/verbs-infinitive	2025-12-17
https://www.languagegems.com/grammar/french/verbs/subjunctive	2025-12-16
https://www.languagegems.com/grammar/french/adverbs/degree	2025-12-16
https://www.languagegems.com/grammar/german/nouns/gender-rules	2025-12-16
https://www.languagegems.com/grammar/french/numbers/dates-time	2025-12-16
https://www.languagegems.com/grammar/german/nouns/declension	2025-12-16
https://www.languagegems.com/grammar/french/pronouns/demonstrative	2025-12-15
https://www.languagegems.com/grammar/french/pronouns/possessive	2025-12-15
https://www.languagegems.com/grammar/german/nouns/plural-formation	2025-12-15
https://www.languagegems.com/grammar/french/pronouns/direct-object	2025-12-15
https://www.languagegems.com/grammar/german/adjectives/adjective-endings	2025-12-15
https://www.languagegems.com/grammar/french/verbs/imperative	2025-12-15
https://www.languagegems.com/grammar/french/numbers/advanced-time	2025-12-14
https://www.languagegems.com/grammar/german/adjectives/comparative-superlative	2025-12-08
https://languagegems.com/grammar/french/adverbs/time-place	2025-12-06
https://www.languagegems.com/grammar/french/pronouns/disjunctive	2025-11-25
https://www.languagegems.com/grammar/french/pronouns/indefinite	2025-11-25
https://www.languagegems.com/grammar/french/pronouns/reflexive	2025-11-23
https://www.languagegems.com/grammar/german/nouns/weak-nouns	2025-11-22
https://www.languagegems.com/grammar/german/nouns/compound-nouns	2025-11-21
https://www.languagegems.com/grammar/french/adverbs/frequency	2025-11-21
https://www.languagegems.com/grammar/french/pronouns/indirect-object	2025-11-21
https://www.languagegems.com/grammar/french/conjunctions/coordinating	2025-11-20
https://www.languagegems.com/grammar/french/prepositions/location	2025-11-20
https://languagegems.com/grammar/french/pronouns/indefinite	2025-11-20
https://languagegems.com/grammar/french/pronouns/disjunctive	2025-11-20
https://languagegems.com/grammar/german/adjectives/comparative-superlative	2025-11-19
https://languagegems.com/grammar/french/conjunctions/coordinating	2025-11-19
https://www.languagegems.com/grammar/french/adverbs/quantifiers	2025-11-17
https://languagegems.com/grammar/german/nouns/weak-nouns	2025-11-17
https://languagegems.com/grammar/french/adverbs/frequency	2025-11-15
https://languagegems.com/grammar/french/adverbs/quantifiers	2025-11-14
https://www.languagegems.com/grammar/french/expressions/location	2025-11-06
https://languagegems.com/grammar/spanish/verb-phrases/present-continuous	2025-11-05
https://languagegems.com/grammar/french/pronouns/direct-object	2025-11-02
https://languagegems.com/grammar/french/nouns/gender-rules	2025-11-02
https://languagegems.com/grammar/french/verbs/conditional	2025-11-02
https://languagegems.com/grammar/german/nouns/plural-formation	2025-11-02
https://languagegems.com/grammar/french/numbers/cardinal	2025-11-02
https://languagegems.com/grammar/french/verbs/verbs-infinitive	2025-11-02
https://languagegems.com/grammar/french/numbers/dates-time	2025-11-02
https://languagegems.com/grammar/french/pronouns/reflexive	2025-11-01
https://languagegems.com/grammar/french/pronouns/interrogative	2025-10-31
https://languagegems.com/grammar/french/verbs/subjunctive	2025-10-31
https://languagegems.com/grammar/german/nouns/compound-nouns	2025-10-31
https://languagegems.com/grammar/german/nouns/gender-rules	2025-10-31
https://languagegems.com/grammar/french/pronouns/demonstrative	2025-10-30
https://languagegems.com/grammar/french/adverbs/comparative	2025-10-30
https://languagegems.com/grammar/french/pronouns/indirect-object	2025-10-30
https://languagegems.com/grammar/german/nouns/declension	2025-10-29
https://languagegems.com/grammar/german/adjectives/adjective-endings	2025-10-29
https://languagegems.com/grammar/french/verbs/imperative	2025-10-29
https://languagegems.com/grammar/french/numbers/advanced-time	2025-10-29
https://languagegems.com/grammar/french/prepositions/location	2025-10-29
https://languagegems.com/grammar/french/pronouns/possessive	2025-10-29
https://languagegems.com/grammar/french/adverbs/degree	2025-10-28
https://languagegems.com/grammar/spanish/verbs/imperative	2025-10-28
https://languagegems.com/grammar/french/verbs/future	2025-10-28
https://www.languagegems.com/grammar/french/verbs/future	2025-10-28
